timestamp,Qx_sensor1,Qy_sensor1,Qz_sensor1,Qw_sensor1,Heading_sensor1,Pitch_sensor1,Roll_sensor1,accx,accy,accz,gx,gy,gz,Vbat
1185.0372314453125,-0.1803099513053894,-0.10880660265684128,-0.0024330797605216503,0.9775696992874146,-145.0,-12.333961486816406,2.0227036476135254,-0.4189453721046448,0.1899414360523224,0.8417969942092896,23.651123046875,4.8828125,-22.125244140625,3.2878577709198
1185.090087890625,-0.1682446151971817,-0.11679481714963913,0.012145494110882282,0.978726327419281,-146.0,-12.975447654724121,3.711186408996582,-0.4760742783546448,0.0864257887005806,0.8559571504592896,30.364990234375,-9.307861328125,-14.495849609375,3.287757635116577
1185.143798828125,-0.16306813061237335,-0.11664774268865585,0.02143508568406105,0.9794600009918213,-147.0,-12.797904968261719,4.707651615142822,-0.5751953721046448,0.1142578274011612,0.9418946504592896,11.444091796875,-9.765625,10.07080078125,3.2867562770843506
1185.19677734375,-0.16743934154510498,-0.11039067059755325,0.025741510093212128,0.979344367980957,-146.0,-11.981782913208008,5.125255107879639,-0.4770508408546448,0.1538086086511612,0.9794923067092896,-0.91552734375,-12.969970703125,10.986328125,3.285754680633545
1185.25048828125,-0.17756304144859314,-0.09877727925777435,0.023424923419952393,0.9788592457771301,-145.0,-10.664590835571289,4.724254131317139,-0.0771484449505806,0.2250976860523224,0.9165040254592896,-11.29150390625,-7.9345703125,16.326904296875,3.2858548164367676
1185.3033447265625,-0.1881794035434723,-0.09317447990179062,0.023708710446953773,0.9774174094200134,-144.0,-9.974958419799805,4.741664886474609,-0.1132812649011612,0.2216797173023224,0.9150391817092896,7.476806640625,-34.637451171875,37.689208984375,3.2858548164367676
1185.3570556640625,-0.20093315839767456,-0.07777860015630722,0.02649112045764923,0.9761528968811035,-142.0,-8.117391586303711,4.807894229888916,-0.1923828423023224,0.2661133110523224,1.1054688692092896,-10.68115234375,-39.97802734375,7.62939453125,3.2858548164367676
1185.4097900390625,-0.20028787851333618,-0.055577028542757034,0.016827911138534546,0.9780145287513733,-143.0,-5.852590084075928,3.1797051429748535,-0.2358398735523224,0.0458984412252903,0.9101563692092896,-38.299560546875,-41.80908203125,-8.23974609375,3.2858548164367676
1185.4638671875,-0.20280204713344574,-0.031528085470199585,0.00037624710239470005,0.9787119030952454,-143.0,-3.5294296741485596,0.7763872146606445,-0.2026367485523224,0.3632812798023224,0.9980469942092896,-34.942626953125,-49.285888671875,5.18798828125,3.2858548164367676
1185.516357421875,-0.19683220982551575,-0.009809057228267193,-0.00951163750141859,0.980341374874115,-143.0,-1.3165920972824097,-0.8475357890129089,-0.1450195461511612,0.1801757961511612,0.7744141817092896,-58.746337890625,-35.70556640625,-1.678466796875,3.2858548164367676
1185.5701904296875,-0.1981573849916458,0.013185682706534863,-0.029168546199798584,0.9796470999717712,-143.0,0.8179081678390503,-3.5765380859375,-0.0800781324505806,0.1557617336511612,0.9438477754592896,-54.168701171875,-38.4521484375,17.7001953125,3.2868564128875732
1185.6236572265625,-0.20964694023132324,0.03297023847699165,-0.04882790520787239,0.9760003089904785,-142.0,2.5152151584625244,-6.271599292755127,-0.0253906287252903,0.0883789137005806,0.8862305879592896,-75.531005859375,-30.975341796875,50.048828125,3.2858548164367676
1185.677001953125,-0.22900782525539398,0.05455345660448074,-0.07166533172130585,0.9692489504814148,-139.0,4.182175159454346,-9.459304809570312,-0.0327148474752903,0.1547851711511612,1.2319337129592896,-55.694580078125,-20.294189453125,44.403076171875,3.285754680633545
1185.72998046875,-0.2405053973197937,0.06620822846889496,-0.09215386211872101,0.9639923572540283,-137.0,4.779508590698242,-12.136956214904785,0.1137695461511612,0.5952149033546448,1.0380860567092896,-37.53662109375,22.27783203125,-26.85546875,3.2858548164367676
1185.7838134765625,-0.19438283145427704,0.05266580358147621,-0.08468742668628693,0.9758426547050476,-143.0,4.006147861480713,-10.731861114501953,0.1596679836511612,0.1508789211511612,1.2465821504592896,60.72998046875,95.977783203125,-150.909423828125,3.284853219985962
1185.8369140625,-0.1580270677804947,-0.004703466780483723,-0.05620326101779938,0.9858226776123047,-148.0,-1.5492857694625854,-6.278789520263672,-0.0986328274011612,-0.3159179985523224,1.2460938692092896,87.890625,94.146728515625,-17.08984375,3.2858548164367676
1185.8902587890625,-0.12009654939174652,-0.06710454076528549,-0.009845230728387833,0.9904425144195557,-152.0,-7.775454998016357,-0.1957014799118042,0.2958984673023224,0.2690429985523224,1.1738282442092896,140.533447265625,148.01025390625,-118.255615234375,3.2867562770843506
